Date;Month;f_Canopy_W_All;f_Canopy_W_SGC;f_Canopy_W_BoR;f_Canopy_W_SRR;f_Canopy_W_BoC;f_Canopy_U_All;f_Canopy_U_SGC;f_Canopy_U_BoR;f_Canopy_U_SRR;f_Canopy_U_BoC;f_Canopy_F_All;f_Canopy_F_SGC;f_Canopy_F_BoR;f_Canopy_F_SRR;f_Canopy_F_BoC;f_Canopy_P_All;f_Canopy_P_SGC;f_Canopy_P_BoR;f_Canopy_P_SRR;f_Canopy_P_BoC;f_Canopy_CrC_All;f_Canopy_CrC_SGC;f_Canopy_CrC_BoR;f_Canopy_CrC_SRR;f_Canopy_CrC_BoC;f_Canopy_CrR_All;f_Canopy_CrR_SGC;f_Canopy_CrR_BoR;f_Canopy_CrR_SRR;f_Canopy_CrR_BoC;f_Canopy_CrP_All;f_Canopy_CrP_SGC;f_Canopy_CrP_BoR;f_Canopy_CrP_SRR;f_Canopy_CrP_BoC;f_Canopy_NbC_All;f_Canopy_NbC_SGC;f_Canopy_NbC_BoR;f_Canopy_NbC_SRR;f_Canopy_NbC_BoC;f_Canopy_M_All;f_Canopy_M_SGC;f_Canopy_M_BoR;f_Canopy_M_SRR;f_Canopy_M_BoC
2011-08-16;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8;0.8;0.8;0.8;0.8;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-17;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8125;0.8125;0.8125;0.8125;0.8125;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-18;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.825;0.825;0.825;0.825;0.825;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-19;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8375;0.8375;0.8375;0.8375;0.8375;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-20;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.85;0.85;0.85;0.85;0.85;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-21;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8625;0.8625;0.8625;0.8625;0.8625;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-22;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.875;0.875;0.875;0.875;0.875;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-23;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.8875;0.8875;0.8875;0.8875;0.8875;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-24;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.9;0.9;0.9;0.9;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-25;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9125;0.9125;0.9125;0.9125;0.9125;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-26;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.925;0.925;0.925;0.925;0.925;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-27;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9375;0.9375;0.9375;0.9375;0.9375;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-28;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.95;0.95;0.95;0.95;0.95;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-29;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9625;0.9625;0.9625;0.9625;0.9625;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-30;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.975;0.975;0.975;0.975;0.975;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-08-31;Aug;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9875;0.9875;0.9875;0.9875;0.9875;0.1;0.1;0.1;0.1;0.1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;1.0;1.0;1.0;1.0;1.0
2011-09-01;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.11451612903225807;0.11451612903225807;0.11451612903225807;0.11451612903225807;0.11451612903225807;0.7;0.7;0.7;0.7;0.7;0.7048387096774194;0.7048387096774194;0.7048387096774194;0.7048387096774194;0.7048387096774194;0.6064516129032258;0.6064516129032258;0.6064516129032258;0.6064516129032258;0.6064516129032258;1.0;1.0;1.0;1.0;1.0
2011-09-02;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.12903225806451613;0.12903225806451613;0.12903225806451613;0.12903225806451613;0.12903225806451613;0.7;0.7;0.7;0.7;0.7;0.7096774193548386;0.7096774193548386;0.7096774193548386;0.7096774193548386;0.7096774193548386;0.6129032258064516;0.6129032258064516;0.6129032258064516;0.6129032258064516;0.6129032258064516;1.0;1.0;1.0;1.0;1.0
2011-09-03;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.1435483870967742;0.1435483870967742;0.1435483870967742;0.1435483870967742;0.1435483870967742;0.7;0.7;0.7;0.7;0.7;0.714516129032258;0.714516129032258;0.714516129032258;0.714516129032258;0.714516129032258;0.6193548387096774;0.6193548387096774;0.6193548387096774;0.6193548387096774;0.6193548387096774;1.0;1.0;1.0;1.0;1.0
2011-09-04;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.15806451612903227;0.15806451612903227;0.15806451612903227;0.15806451612903227;0.15806451612903227;0.7;0.7;0.7;0.7;0.7;0.7193548387096774;0.7193548387096774;0.7193548387096774;0.7193548387096774;0.7193548387096774;0.6258064516129032;0.6258064516129032;0.6258064516129032;0.6258064516129032;0.6258064516129032;1.0;1.0;1.0;1.0;1.0
2011-09-05;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.17258064516129035;0.17258064516129035;0.17258064516129035;0.17258064516129035;0.17258064516129035;0.7;0.7;0.7;0.7;0.7;0.7241935483870967;0.7241935483870967;0.7241935483870967;0.7241935483870967;0.7241935483870967;0.632258064516129;0.632258064516129;0.632258064516129;0.632258064516129;0.632258064516129;1.0;1.0;1.0;1.0;1.0
2011-09-06;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.1870967741935484;0.1870967741935484;0.1870967741935484;0.1870967741935484;0.1870967741935484;0.7;0.7;0.7;0.7;0.7;0.7290322580645161;0.7290322580645161;0.7290322580645161;0.7290322580645161;0.7290322580645161;0.6387096774193548;0.6387096774193548;0.6387096774193548;0.6387096774193548;0.6387096774193548;1.0;1.0;1.0;1.0;1.0
2011-09-07;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.20161290322580647;0.20161290322580647;0.20161290322580647;0.20161290322580647;0.20161290322580647;0.7;0.7;0.7;0.7;0.7;0.7338709677419355;0.7338709677419355;0.7338709677419355;0.7338709677419355;0.7338709677419355;0.6451612903225806;0.6451612903225806;0.6451612903225806;0.6451612903225806;0.6451612903225806;1.0;1.0;1.0;1.0;1.0
2011-09-08;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2161290322580645;0.2161290322580645;0.2161290322580645;0.2161290322580645;0.2161290322580645;0.7;0.7;0.7;0.7;0.7;0.7387096774193548;0.7387096774193548;0.7387096774193548;0.7387096774193548;0.7387096774193548;0.6516129032258065;0.6516129032258065;0.6516129032258065;0.6516129032258065;0.6516129032258065;1.0;1.0;1.0;1.0;1.0
2011-09-09;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2306451612903226;0.2306451612903226;0.2306451612903226;0.2306451612903226;0.2306451612903226;0.7;0.7;0.7;0.7;0.7;0.7435483870967742;0.7435483870967742;0.7435483870967742;0.7435483870967742;0.7435483870967742;0.6580645161290323;0.6580645161290323;0.6580645161290323;0.6580645161290323;0.6580645161290323;1.0;1.0;1.0;1.0;1.0
2011-09-10;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.24516129032258066;0.24516129032258066;0.24516129032258066;0.24516129032258066;0.24516129032258066;0.7;0.7;0.7;0.7;0.7;0.7483870967741935;0.7483870967741935;0.7483870967741935;0.7483870967741935;0.7483870967741935;0.6645161290322581;0.6645161290322581;0.6645161290322581;0.6645161290322581;0.6645161290322581;1.0;1.0;1.0;1.0;1.0
2011-09-11;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.25967741935483873;0.25967741935483873;0.25967741935483873;0.25967741935483873;0.25967741935483873;0.7;0.7;0.7;0.7;0.7;0.7532258064516129;0.7532258064516129;0.7532258064516129;0.7532258064516129;0.7532258064516129;0.6709677419354838;0.6709677419354838;0.6709677419354838;0.6709677419354838;0.6709677419354838;1.0;1.0;1.0;1.0;1.0
2011-09-12;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.27419354838709675;0.27419354838709675;0.27419354838709675;0.27419354838709675;0.27419354838709675;0.7;0.7;0.7;0.7;0.7;0.7580645161290323;0.7580645161290323;0.7580645161290323;0.7580645161290323;0.7580645161290323;0.6774193548387096;0.6774193548387096;0.6774193548387096;0.6774193548387096;0.6774193548387096;1.0;1.0;1.0;1.0;1.0
2011-09-13;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.2887096774193548;0.2887096774193548;0.2887096774193548;0.2887096774193548;0.2887096774193548;0.7;0.7;0.7;0.7;0.7;0.7629032258064515;0.7629032258064515;0.7629032258064515;0.7629032258064515;0.7629032258064515;0.6838709677419355;0.6838709677419355;0.6838709677419355;0.6838709677419355;0.6838709677419355;1.0;1.0;1.0;1.0;1.0
2011-09-14;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.3032258064516129;0.3032258064516129;0.3032258064516129;0.3032258064516129;0.3032258064516129;0.7;0.7;0.7;0.7;0.7;0.7677419354838709;0.7677419354838709;0.7677419354838709;0.7677419354838709;0.7677419354838709;0.6903225806451613;0.6903225806451613;0.6903225806451613;0.6903225806451613;0.6903225806451613;1.0;1.0;1.0;1.0;1.0
2011-09-15;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.317741935483871;0.317741935483871;0.317741935483871;0.317741935483871;0.317741935483871;0.7;0.7;0.7;0.7;0.7;0.7725806451612903;0.7725806451612903;0.7725806451612903;0.7725806451612903;0.7725806451612903;0.6967741935483871;0.6967741935483871;0.6967741935483871;0.6967741935483871;0.6967741935483871;1.0;1.0;1.0;1.0;1.0
2011-09-16;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.33225806451612905;0.33225806451612905;0.33225806451612905;0.33225806451612905;0.33225806451612905;0.7;0.7;0.7;0.7;0.7;0.7774193548387096;0.7774193548387096;0.7774193548387096;0.7774193548387096;0.7774193548387096;0.7032258064516129;0.7032258064516129;0.7032258064516129;0.7032258064516129;0.7032258064516129;1.0;1.0;1.0;1.0;1.0
2011-09-17;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.3467741935483871;0.3467741935483871;0.3467741935483871;0.3467741935483871;0.3467741935483871;0.7;0.7;0.7;0.7;0.7;0.782258064516129;0.782258064516129;0.782258064516129;0.782258064516129;0.782258064516129;0.7096774193548387;0.7096774193548387;0.7096774193548387;0.7096774193548387;0.7096774193548387;1.0;1.0;1.0;1.0;1.0
2011-09-18;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.3612903225806452;0.3612903225806452;0.3612903225806452;0.3612903225806452;0.3612903225806452;0.7;0.7;0.7;0.7;0.7;0.7870967741935484;0.7870967741935484;0.7870967741935484;0.7870967741935484;0.7870967741935484;0.7161290322580645;0.7161290322580645;0.7161290322580645;0.7161290322580645;0.7161290322580645;1.0;1.0;1.0;1.0;1.0
2011-09-19;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.37580645161290327;0.37580645161290327;0.37580645161290327;0.37580645161290327;0.37580645161290327;0.7;0.7;0.7;0.7;0.7;0.7919354838709677;0.7919354838709677;0.7919354838709677;0.7919354838709677;0.7919354838709677;0.7225806451612903;0.7225806451612903;0.7225806451612903;0.7225806451612903;0.7225806451612903;1.0;1.0;1.0;1.0;1.0
2011-09-20;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.39032258064516134;0.39032258064516134;0.39032258064516134;0.39032258064516134;0.39032258064516134;0.7;0.7;0.7;0.7;0.7;0.7967741935483871;0.7967741935483871;0.7967741935483871;0.7967741935483871;0.7967741935483871;0.7290322580645161;0.7290322580645161;0.7290322580645161;0.7290322580645161;0.7290322580645161;1.0;1.0;1.0;1.0;1.0
2011-09-21;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4048387096774194;0.4048387096774194;0.4048387096774194;0.4048387096774194;0.4048387096774194;0.7;0.7;0.7;0.7;0.7;0.8016129032258065;0.8016129032258065;0.8016129032258065;0.8016129032258065;0.8016129032258065;0.7354838709677419;0.7354838709677419;0.7354838709677419;0.7354838709677419;0.7354838709677419;1.0;1.0;1.0;1.0;1.0
2011-09-22;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4193548387096775;0.4193548387096775;0.4193548387096775;0.4193548387096775;0.4193548387096775;0.7;0.7;0.7;0.7;0.7;0.8064516129032258;0.8064516129032258;0.8064516129032258;0.8064516129032258;0.8064516129032258;0.7419354838709677;0.7419354838709677;0.7419354838709677;0.7419354838709677;0.7419354838709677;1.0;1.0;1.0;1.0;1.0
2011-09-23;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.43387096774193545;0.43387096774193545;0.43387096774193545;0.43387096774193545;0.43387096774193545;0.7;0.7;0.7;0.7;0.7;0.8112903225806452;0.8112903225806452;0.8112903225806452;0.8112903225806452;0.8112903225806452;0.7483870967741935;0.7483870967741935;0.7483870967741935;0.7483870967741935;0.7483870967741935;1.0;1.0;1.0;1.0;1.0
2011-09-24;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4483870967741935;0.4483870967741935;0.4483870967741935;0.4483870967741935;0.4483870967741935;0.7;0.7;0.7;0.7;0.7;0.8161290322580645;0.8161290322580645;0.8161290322580645;0.8161290322580645;0.8161290322580645;0.7548387096774194;0.7548387096774194;0.7548387096774194;0.7548387096774194;0.7548387096774194;1.0;1.0;1.0;1.0;1.0
2011-09-25;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4629032258064516;0.4629032258064516;0.4629032258064516;0.4629032258064516;0.4629032258064516;0.7;0.7;0.7;0.7;0.7;0.8209677419354838;0.8209677419354838;0.8209677419354838;0.8209677419354838;0.8209677419354838;0.7612903225806451;0.7612903225806451;0.7612903225806451;0.7612903225806451;0.7612903225806451;1.0;1.0;1.0;1.0;1.0
2011-09-26;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.4774193548387097;0.4774193548387097;0.4774193548387097;0.4774193548387097;0.4774193548387097;0.7;0.7;0.7;0.7;0.7;0.8258064516129032;0.8258064516129032;0.8258064516129032;0.8258064516129032;0.8258064516129032;0.7677419354838709;0.7677419354838709;0.7677419354838709;0.7677419354838709;0.7677419354838709;1.0;1.0;1.0;1.0;1.0
2011-09-27;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.49193548387096775;0.49193548387096775;0.49193548387096775;0.49193548387096775;0.49193548387096775;0.7;0.7;0.7;0.7;0.7;0.8306451612903225;0.8306451612903225;0.8306451612903225;0.8306451612903225;0.8306451612903225;0.7741935483870968;0.7741935483870968;0.7741935483870968;0.7741935483870968;0.7741935483870968;1.0;1.0;1.0;1.0;1.0
2011-09-28;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5064516129032258;0.5064516129032258;0.5064516129032258;0.5064516129032258;0.5064516129032258;0.7;0.7;0.7;0.7;0.7;0.8354838709677419;0.8354838709677419;0.8354838709677419;0.8354838709677419;0.8354838709677419;0.7806451612903226;0.7806451612903226;0.7806451612903226;0.7806451612903226;0.7806451612903226;1.0;1.0;1.0;1.0;1.0
2011-09-29;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5209677419354839;0.5209677419354839;0.5209677419354839;0.5209677419354839;0.5209677419354839;0.7;0.7;0.7;0.7;0.7;0.8403225806451613;0.8403225806451613;0.8403225806451613;0.8403225806451613;0.8403225806451613;0.7870967741935484;0.7870967741935484;0.7870967741935484;0.7870967741935484;0.7870967741935484;1.0;1.0;1.0;1.0;1.0
2011-09-30;Sep;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.535483870967742;0.535483870967742;0.535483870967742;0.535483870967742;0.535483870967742;0.7;0.7;0.7;0.7;0.7;0.8451612903225807;0.8451612903225807;0.8451612903225807;0.8451612903225807;0.8451612903225807;0.7935483870967741;0.7935483870967741;0.7935483870967741;0.7935483870967741;0.7935483870967741;1.0;1.0;1.0;1.0;1.0
2011-10-01;Oct;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.55;0.55;0.55;0.55;0.55;0.709375;0.709375;0.709375;0.709375;0.709375;0.85;0.85;0.85;0.85;0.85;0.8;0.8;0.8;0.8;0.8;1.0;1.0;1.0;1.0;1.0
2011-10-02;Oct;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5645161290322581;0.5645161290322581;0.5645161290322581;0.5645161290322581;0.5645161290322581;0.71875;0.71875;0.71875;0.71875;0.71875;0.8548387096774194;0.8548387096774194;0.8548387096774194;0.8548387096774194;0.8548387096774194;0.8064516129032258;0.8064516129032258;0.8064516129032258;0.8064516129032258;0.8064516129032258;1.0;1.0;1.0;1.0;1.0
2011-10-03;Oct;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5790322580645162;0.5790322580645162;0.5790322580645162;0.5790322580645162;0.5790322580645162;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.7281249999999999;0.8596774193548387;0.8596774193548387;0.8596774193548387;0.8596774193548387;0.8596774193548387;0.8129032258064516;0.8129032258064516;0.8129032258064516;0.8129032258064516;0.8129032258064516;1.0;1.0;1.0;1.0;1.0
2011-10-04;Oct;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5935483870967743;0.5935483870967743;0.5935483870967743;0.5935483870967743;0.5935483870967743;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.7374999999999999;0.864516129032258;0.864516129032258;0.864516129032258;0.864516129032258;0.864516129032258;0.8193548387096774;0.8193548387096774;0.8193548387096774;0.8193548387096774;0.8193548387096774;1.0;1.0;1.0;1.0;1.0
2011-10-05;Oct;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6080645161290322;0.6080645161290322;0.6080645161290322;0.6080645161290322;0.6080645161290322;0.746875;0.746875;0.746875;0.746875;0.746875;0.8693548387096774;0.8693548387096774;0.8693548387096774;0.8693548387096774;0.8693548387096774;0.8258064516129032;0.8258064516129032;0.8258064516129032;0.8258064516129032;0.8258064516129032;1.0;1.0;1.0;1.0;1.0
2011-10-06;Oct;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6225806451612903;0.6225806451612903;0.6225806451612903;0.6225806451612903;0.6225806451612903;0.75625;0.75625;0.75625;0.75625;0.75625;0.8741935483870967;0.8741935483870967;0.8741935483870967;0.8741935483870967;0.8741935483870967;0.832258064516129;0.832258064516129;0.832258064516129;0.832258064516129;0.832258064516129;1.0;1.0;1.0;1.0;1.0
2011-10-07;Oct;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6370967741935484;0.6370967741935484;0.6370967741935484;0.6370967741935484;0.6370967741935484;0.765625;0.765625;0.765625;0.765625;0.765625;0.8790322580645161;0.8790322580645161;0.8790322580645161;0.8790322580645161;0.8790322580645161;0.8387096774193548;0.8387096774193548;0.8387096774193548;0.8387096774193548;0.8387096774193548;1.0;1.0;1.0;1.0;1.0
2011-10-08;Oct;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.6516129032258065;0.6516129032258065;0.6516129032258065;0.6516129032258065;0.6516129032258065;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.7749999999999999;0.8838709677419355;0.8838709677419355;0.8838709677419355;0.8838709677419355;0.8838709677419355;0.8451612903225806;0.8451612903225806;0.8451612903225806;0.8451612903225806;0.8451612903225806;1.0;1.0;1.0;1.0;1.0
