Date;Prec;Temp;Flow;Q
2012-04-25;0.0;13.84;1.2676;0.1280695107473921
2012-04-26;0.0;14.56;0.9737;0.09837589351115153
2012-04-27;0.45;12.32;0.8452;0.08539314490667071
2012-04-28;0.0;11.76;0.6742;0.0681164911217196
2012-04-29;3.35;13.28;0.5738;0.05797277158950265
2012-04-30;1.0;10.76;0.5276;0.05330504407567376
2012-05-01;0.55;12.08;0.4425;0.044707130408426166
2012-05-02;0.0;14.84;0.3670000000000001;0.03707913414664951
2012-05-03;1.15;17.72;0.3670000000000001;0.03707913414664951
2012-05-04;0.0;19.0;0.3326;0.033603596777045296
2012-05-05;0.0;18.6;0.3004;0.030350332146194838
2012-05-06;0.0;19.04;0.2704;0.02731934025409815
2012-05-07;0.0;19.68;0.2423;0.024480311181834254
2012-05-08;5.5;19.16;0.2423;0.024480311181834254
2012-05-09;0.0;19.8;0.2423;0.024480311181834254
2012-05-10;0.0;21.64;0.2704;0.02731934025409815
2012-05-11;0.0;17.22;0.3004;0.030350332146194838
2012-05-12;0.45;11.72;0.2704;0.02731934025409815
2012-05-13;0.0;10.0;0.2423;0.024480311181834254
2012-05-14;0.0;11.6;0.2423;0.024480311181834254
2012-05-15;3.1;13.36;0.2423;0.024480311181834254
2012-05-16;0.0;15.88;0.2163;0.021853451542017125
2012-05-17;0.0;16.76;0.2163;0.021853451542017125
2012-05-18;0.0;17.48;0.1921;0.0194084514157258
2012-05-19;0.0;17.92;0.1921;0.0194084514157258
2012-05-20;0.0;17.96;0.1921;0.0194084514157258
2012-05-21;0.0;17.36;0.1698;0.01715541410926726
2012-05-22;0.0;19.16;0.1698;0.01715541410926726
2012-05-23;0.0;18.36;0.1493;0.015084236316334518
2012-05-24;0.0;18.12;0.1304;0.013174711424313605
2012-05-25;0.0;17.36;0.1132;0.011436942739511504
2012-05-26;0.0;17.04;0.1132;0.011436942739511504
2012-05-27;0.0;17.48;0.1132;0.011436942739511504
2012-05-28;0.0;21.88;0.0834;0.008426157460028795
2012-05-29;0.0;24.32;0.0834;0.008426157460028795
2012-05-30;8.9;15.08;0.0834;0.008426157460028795
2012-05-31;19.2;11.8;1.9116;0.193134803364401
2012-06-01;0.0;11.96;1.1893;0.12015862190901973
2012-06-02;18.7;14.8;0.8452;0.08539314490667071
2012-06-03;7.65;12.96;3.0335;0.3064837968225101
2012-06-04;0.09999999999999963;11.36;1.5225;0.15382283852390696
2012-06-05;0.0;7.2;1.3492;0.1363138086938951
2012-06-06;1.0;7.2;1.2676;0.1280695107473921
2012-06-07;0.0;4.04;1.1893;0.12015862190901973
2012-06-08;0.0;4.12;1.1143;0.11258114217877804
2012-06-09;0.0;5.96;0.9737;0.09837589351115153
2012-06-10;0.0;7.84;0.7284;0.0735924831401076
2012-06-11;4.55;12.96;0.7284;0.0735924831401076
2012-06-12;0.0;16.4;0.6742;0.0681164911217196
2012-06-13;0.0;22.6;0.6227;0.06291328837362027
2012-06-14;0.0;22.8;0.5738;0.05797277158950265
2012-06-15;0.0;19.8;0.5276;0.05330504407567376
2012-06-16;0.0;15.84;0.5276;0.05330504407567376
2012-06-17;0.0;12.72;0.5276;0.05330504407567376
2012-06-18;44.55;14.24;3.4731;0.35089793134803365
2012-06-19;0.0;12.76;5.7725;0.5832133565709379
2012-06-20;0.0;11.0;4.0896;0.4131848147306206
2012-06-21;0.0;10.96;3.4731;0.35089793134803365
2012-06-22;2.65;11.64;3.1778;0.32106286782349525
2012-06-23;2.15;10.84;2.7518;0.27802278295572225
2012-06-24;0.0;13.84;2.018;0.2038847212750373
2012-06-25;0.0;11.92;1.4341;0.14489151574852868
2012-06-26;2.0;15.16;1.0424;0.10531686494405296
2012-06-27;0.0;19.8;0.7284;0.0735924831401076
2012-06-28;0.0;24.28;0.5276;0.05330504407567376
2012-06-29;0.0;25.52;0.5276;0.05330504407567376
2012-06-30;0.0;23.8;0.4425;0.044707130408426166
2012-07-01;0.0;25.28;0.4425;0.044707130408426166
2012-07-02;0.0;26.24;0.4036;0.04077694425500745
2012-07-03;0.0;16.96;0.3670000000000001;0.03707913414664951
2012-07-04;0.0;19.2;0.3670000000000001;0.03707913414664951
2012-07-05;0.0;12.0;1.9116;0.193134803364401
2012-07-06;54.15;8.52;91.9149;9.286443888762598
2012-07-07;63.40000000000001;5.96;96.6981;9.769705236038492
2012-07-08;0.0;5.12;32.6874;3.3025081457907097
2012-07-09;0.0;11.84;24.1156;2.4364729357682307
2012-07-10;0.0;13.24;15.6867;1.5848753504584374
2012-07-11;5.0;7.16;12.3305;1.2457881841832743
2012-07-12;0.0;8.64;9.0507;0.9144199439266502
2012-07-13;0.0;13.4;6.4987;0.6565835669722918
2012-07-14;0.0;10.8;5.7725;0.5832133565709379
2012-07-15;0.0;5.84;5.0760000000000005;0.5128438281427598
2012-07-16;0.0;8.04;4.4104;0.4455962213634413
2012-07-17;0.75;10.44;3.7771;0.3816119825212801
2012-07-18;0.09999999999999998;9.6;3.0335;0.3064837968225101
2012-07-19;0.0;10.92;2.4827;0.2508347856836149
2012-07-20;0.0;12.4;2.2425;0.2265666439342275
2012-07-21;0.0;14.36;2.018;0.2038847212750373
2012-07-22;0.0;13.2;1.9116;0.193134803364401
2012-07-23;0.0;14.28;1.8088;0.18274860448081634
2012-07-24;0.0;15.4;1.7098;0.17274633123689728
2012-07-25;6.8;7.8;1.6144;0.1631077770200298
2012-07-26;5.0;8.12;1.5225;0.15382283852390696
2012-07-27;0.0;8.4;1.4341;0.14489151574852868
2012-07-28;0.0;9.04;1.4341;0.14489151574852868
2012-07-29;24.5;12.44;27.2575;2.7539087166275165
2012-07-30;0.0;10.32;30.5417;3.0857215023616478
2012-07-31;0.0;13.84;17.9842;1.8169988128615089
2012-08-01;0.0;20.36;34.702;3.5060493546513096
2012-08-02;6.15;23.16;23.9543;2.4201763026950567
2012-08-03;0.0;23.96;13.4978;1.3637240787047562
2012-08-04;0.0;22.6;11.8737;1.1996362809729482
2012-08-05;0.0;15.2;10.5387;1.064757141774646
2012-08-06;0.0;12.68;8.6398;0.8729054583112322
2012-08-07;0.0;16.36;6.3144;0.6379631734485111
2012-08-08;0.0;21.32;5.0760000000000005;0.5128438281427598
2012-08-09;0.0;17.0;4.5738;0.4621050238690612
2012-08-10;0.0;17.52;3.4731;0.35089793134803365
2012-08-11;1.15;21.92;2.7518;0.27802278295572225
2012-08-12;0.0;21.96;2.2425;0.2265666439342275
2012-08-13;26.05;15.72;4.2489;0.429279381677654
2012-08-14;2.4;19.52;4.9066;0.4957288272587205
2012-08-15;0.0;23.44;4.098633333333333;0.4140974800670186
2012-08-16;0.0;22.44;3.290666666666666;0.33246613287531673
2012-08-17;0.0;24.2;2.4827;0.2508347856836149
2012-08-18;0.0;23.2;2.1283;0.21502866813164606
2012-08-19;1.15;19.72;2.018;0.2038847212750373
2012-08-20;0.0;21.96;1.7098;0.17274633123689728
2012-08-21;0.15;19.56;1.4341;0.14489151574852868
2012-08-22;0.0;21.8;1.2676;0.1280695107473921
2012-08-23;0.0;23.84;1.1143;0.11258114217877804
2012-08-24;0.0;24.2;8.2353;0.8320375842994622
2012-08-25;0.0;14.04;10.7575;1.0868631759743377
2012-08-26;26.4;8.92;14.7002;1.4852062337399914
2012-08-27;14.25;12.0;16.1881;1.63553332828168
2012-08-28;9.05;13.16;16.1881;1.63553332828168
2012-08-29;0.15000000000000002;14.44;15.1907;1.5347629511757723
2012-08-30;0.0;15.36;13.2615;1.3398499659013412
2012-08-31;0.0;18.44;10.5387;1.064757141774646
2012-09-01;0.0;19.28;7.4464;0.7523326008436261
2012-09-02;0.0;20.68;5.7725;0.5832133565709379
2012-09-03;0.0;15.92;4.9066;0.4957288272587205
2012-09-04;0.0;18.24;3.7771;0.3816119825212801
2012-09-05;0.0;20.84;3.0335;0.3064837968225101
2012-09-06;0.0;19.36;2.2425;0.2265666439342275
2012-09-07;0.0;23.12;1.8088;0.18274860448081634
2012-09-08;10.4;18.8;1.4341;0.14489151574852868
2012-09-09;33.35;17.08;1.4341;0.14489151574852868
2012-09-10;26.7;15.08;49.6029;5.011532924149428
2012-09-11;24.8;17.04;101.919;10.29718875502008
2012-09-12;0.0;17.92;47.5022;4.799292768558511
2012-09-13;0.8;16.28;29.8387;3.014695259023516
2012-09-14;1.5;20.2;22.8363;2.3072213381829205
2012-09-15;0.0;21.12;14.4569;1.4606248894950873
2012-09-16;0.65;22.24;13.0266;1.3161172993862242
2012-09-17;21.5;22.72;37.1407;3.7524386855598504
2012-09-18;21.0;18.84;110.657;11.180015660124779
2012-09-19;108.35;14.8;207.266;20.940718850243737
2012-09-20;0.14999999999999858;13.8;97.201;9.820514763456343
2012-09-21;0.0;14.32;48.1289;4.8626101891844105
2012-09-22;1.5;13.68;27.5966;2.788169028314516
2012-09-23;0.0;14.84;20.509;2.072087090500366
2012-09-24;0.0;20.8;16.4462;1.6616099618600186
2012-09-25;0.0;11.24;12.9673;1.3101260387461795
2012-09-26;0.0;9.4;10.5955;1.0704958197570156
2012-09-27;0.0;13.8;8.663;0.8752494253744538
2012-09-28;0.0;16.96;7.1117;0.7185168346341341
2012-09-29;0.0;16.24;6.0853;0.6148164986991993
2012-09-30;1.25;20.32;4.9460000000000015;0.4997095299436743
2012-10-01;12.6;19.0;20.0548;2.0261978732540222
2012-10-02;13.35;17.76;22.5206;2.2753252001717565
2012-10-03;20.35;21.12;98.8839;9.990543305296658
2012-10-04;0.0;21.56;74.8783;7.565184006466116
2012-10-05;0.0;22.24;36.0074;3.637937915182743
2012-10-06;0.0;23.96;25.917;2.618473895582329
2012-10-07;0.0;22.64;20.9669;2.1183501300800684
2012-10-08;2.65;23.8;15.8417;1.6005354752342704
2012-10-09;8.25;20.04;13.5223;1.3661993887499684
2012-10-10;23.15;17.36;25.0922;2.535141825162284
2012-10-11;6.3000000000000025;15.72;33.0503;3.3391730443787737
2012-10-12;0.10000000000000007;17.6;30.5417;3.0857215023616478
2012-10-13;0.0;18.68;25.917;2.618473895582329
2012-10-14;0.0;19.92;22.2065;2.243590715061504
2012-10-15;0.0;21.08;19.4553;1.965628551943624
2012-10-16;0.0;22.32;14.3735;1.4521987320350584
2012-10-17;0.0;19.56;11.3631;1.1480487989694623
2012-10-18;0.0;18.12;9.6083;0.9707559798944204
2012-10-19;0.0;20.2;8.663;0.8752494253744538
2012-10-20;0.0;21.44;6.4876;0.6554620999722159
2012-10-21;10.0;22.72;7.1117;0.7185168346341341
2012-10-22;5.25;21.16;19.3065;1.950594832158824
2012-10-23;34.15;18.92;23.9543;2.4201763026950567
2012-10-24;0.0;18.84;21.8941;2.212027986158471
2012-10-25;1.5;19.28;16.7521;1.6925159758530977
2012-10-26;2.5;22.44;13.8035;1.3946098860852214
2012-10-27;4.25;23.96;11.6241;1.174418428430704
2012-10-28;1.2;22.16;10.3448;1.045166830845394
2012-10-29;0.0;21.16;9.368;0.9464777348387259
2012-10-30;0.0;22.0;8.663;0.8752494253744538
2012-10-31;0.0;19.88;8.663;0.8752494253744538
2012-11-01;1.9;20.52;7.7604;0.7840569826475714
2012-11-02;0.0;20.64;6.2851;0.6350029047005633
2012-11-03;0.0;20.52;5.1288;0.5181783738728499
2012-11-04;0.0;21.44;4.415;0.44606097345356266
2012-11-05;0.0;22.52;3.9101;0.3950493799095754
2012-11-06;0.0;23.92;3.2786;0.3312470005809401
2012-11-07;0.0;25.68;2.6957;0.2723548281175014
2012-11-08;0.0;26.36;2.5577;0.2584122654138567
2012-11-09;0.0;28.28;1.5691;0.1585309792629638
2012-11-10;0.0;25.8;1.4603;0.14753858200095982
2012-11-11;0.0;23.48;1.0595;0.10704453032254806
2012-11-12;0.4;19.2;0.8801;0.08891919880780985
2012-11-13;4.25;18.72;0.7254;0.07328938395089794
2012-11-14;0.15000000000000002;19.64;0.6714;0.06783359854512389
2012-11-15;0.0;21.48;0.5254;0.053082771336920014
2012-11-16;0.0;23.32;0.4407;0.04452527089490035
2012-11-17;0.0;23.76;0.3655;0.03692758455204466
2012-11-18;0.0;25.44;0.3312;0.033462150488747434
2012-11-19;8.85;23.84;7.7604;0.7840569826475714
2012-11-20;3.5000000000000004;24.36;5.6943;0.5753125710388725
2012-11-21;0.0;24.64;4.9460000000000015;0.4997095299436743
2012-11-22;0.0;25.72;3.9101;0.3950493799095754
2012-11-23;37.35;24.28;2.6957;0.2723548281175014
2012-11-24;8.65;22.12;3.432;0.3467454724558612
2012-11-25;0.15000000000000036;20.48;3.9101;0.3950493799095754
2012-11-26;0.0;23.04;3.1283;0.3160617312015357
2012-11-27;0.0;23.36;2.1627;0.21850420550125035
2012-11-28;0.0;25.56;1.4603;0.14753858200095982
2012-11-29;0.0;23.32;1.0595;0.10704453032254806
2012-11-30;0.0;27.12;0.8801;0.08891919880780985
2012-12-01;0.0;23.96;0.8801;0.08891919880780985
2012-12-02;4.0;23.56;3.432;0.3467454724558612
2012-12-03;0.0;27.12;3.9101;0.3950493799095754
2012-12-04;0.0;24.0;3.2786;0.3312470005809401
2012-12-05;13.95;27.28;2.9810000000000003;0.30117956101134097
2012-12-06;0.95;29.84;2.1627;0.21850420550125035
2012-12-07;0.0;25.68;1.7967;0.18152610441767067
2012-12-08;7.1000000000000005;23.24;1.6812;0.16985678563309844
2012-12-09;0.0;23.76;1.4603;0.14753858200095982
2012-12-10;0.0;28.88;1.0595;0.10704453032254806
2012-12-11;18.65;25.04;0.7254;0.07328938395089794
2012-12-12;0.0;21.68;1.253;0.1265944280265717
2012-12-13;27.1;22.96;1.0595;0.10704453032254806
2012-12-14;2.0;23.72;0.7254;0.07328938395089794
2012-12-15;0.0;24.96;0.6201;0.06265060240963856
2012-12-16;0.0;25.44;0.5254;0.053082771336920014
2012-12-17;22.4;25.48;0.4019;0.040605188047788635
2012-12-18;23.5;26.36;6.4876;0.6554620999722159
2012-12-19;0.85;24.88;5.8884;0.594923088580738
2012-12-20;2.5;25.88;5.8884;0.594923088580738
2012-12-21;7.5;20.76;20.6612;2.0874643226996032
2012-12-22;13.45;22.88;21.5834;2.1806370134626563
2012-12-23;0.0;26.88;19.3065;1.950594832158824
2012-12-24;0.0;31.24;9.6083;0.9707559798944204
2012-12-25;0.0;33.32;8.2063;0.8291076254704354
2012-12-26;4.0;21.08;11.1046;1.1219317521658962
2012-12-27;34.35;17.44;20.0548;2.0261978732540222
2012-12-28;52.40000000000001;20.4;30.1894;3.0501275542421262
2012-12-29;0.04999999999999717;22.56;26.5841;2.6858730519562526
2012-12-30;0.0;26.4;21.2743;2.1494076936677526
2012-12-31;0.0;29.48;19.4553;1.965628551943624
